User_ID,Year,Country,Gender,Age_Group,Urban_Rural,Phone_Type,Fintech_Used,Use_Case_1,Use_Case_2,Monthly_Transactions,Avg_Transaction_Value,Barrier
U1030,2016,Uganda,Male,25-34,Rural,Smartphone,Yes,Airtime Top-up,P2P Transfers,5,27.14,None
U1031,2018,Zimbabwe,Female,18-24,Rural,Smartphone,No,Bill Payments,Business Use,0,0.0,No Smartphone
U1032,2020,Kenya,Female,18-24,Rural,Smartphone,No,Bill Payments,,0,0.0,No Smartphone
U1033,2022,Zimbabwe,Male,25-34,Rural,Smartphone,Yes,Airtime Top-up,Online Shopping,4,31.62,None
U1034,2017,Uganda,Male,18-24,Rural,Smartphone,Yes,Online Shopping,Business Use,4,48.9,None
U1035,2021,Ghana,Female,45-54,Urban,Feature Phone,Yes,Bill Payments,,5,12.15,None
U1036,2025,Zimbabwe,Other,18-24,Urban,Smartphone,Yes,Bill Payments,,5,29.92,None
U1037,2024,Tanzania,Male,25-34,Urban,Smartphone,Yes,P2P Transfers,Online Shopping,5,18.35,None
U1038,2025,Ghana,Other,35-44,Rural,Feature Phone,Yes,Airtime Top-up,,8,22.74,None
U1039,2022,Uganda,Male,55+,Rural,None,No,Online Shopping,,0,0.0,None
U1040,2024,Uganda,Male,25-34,Urban,Smartphone,No,Business Use,,0,0.0,No ID
U1041,2019,Uganda,Male,18-24,Urban,Feature Phone,Yes,P2P Transfers,Bill Payments,7,24.59,None
U1042,2015,Uganda,Male,25-34,Urban,Smartphone,Yes,P2P Transfers,,3,42.62,None
U1043,2024,Ghana,Male,18-24,Urban,Smartphone,No,Business Use,Airtime Top-up,0,0.0,No ID
U1044,2025,Tanzania,Female,35-44,Urban,Feature Phone,Yes,Bill Payments,Online Shopping,2,40.83,None
U1045,2022,Ghana,Male,25-34,Rural,Smartphone,No,Business Use,Airtime Top-up,0,0.0,No ID
U1046,2015,Tanzania,Female,35-44,Urban,Smartphone,Yes,Bill Payments,Online Shopping,9,45.15,None
U1047,2019,Uganda,Female,35-44,Rural,Smartphone,Yes,Bill Payments,Online Shopping,1,48.18,None
U1048,2021,Ghana,Female,45-54,Urban,Smartphone,No,Bill Payments,Online Shopping,0,0.0,Poor Network
U1049,2017,Tanzania,Female,45-54,Urban,Smartphone,No,Online Shopping,P2P Transfers,0,0.0,Low Digital Literacy
U1050,2017,Uganda,Male,35-44,Urban,Smartphone,Yes,Business Use,,4,15.4,None
U1051,2023,Zimbabwe,Female,25-34,Urban,Smartphone,No,Bill Payments,Airtime Top-up,0,0.0,No Trust
U1052,2025,Uganda,Male,18-24,Urban,Smartphone,Yes,Bill Payments,Airtime Top-up,6,19.48,None
U1053,2015,Ghana,Female,45-54,Urban,Feature Phone,Yes,P2P Transfers,,2,20.06,None
U1054,2018,South Africa,Male,25-34,Urban,Smartphone,Yes,P2P Transfers,,4,18.79,None
U1055,2021,Ghana,Female,25-34,Rural,Smartphone,Yes,Bill Payments,,5,32.66,None
U1056,2018,Tanzania,Male,25-34,Rural,Smartphone,No,Online Shopping,Business Use,0,0.0,Low Digital Literacy
U1057,2019,Ghana,Female,45-54,Rural,Feature Phone,Yes,Airtime Top-up,Business Use,6,45.12,None
U1058,2017,Zimbabwe,Other,35-44,Rural,Feature Phone,Yes,Airtime Top-up,,5,42.46,None
U1059,2024,Kenya,Female,25-34,Rural,Smartphone,Yes,Online Shopping,P2P Transfers,4,14.21,None
U1060,2018,Tanzania,Male,35-44,Rural,Feature Phone,No,P2P Transfers,,0,0.0,No ID
U1061,2020,Zimbabwe,Male,25-34,Urban,Feature Phone,No,P2P Transfers,Bill Payments,0,0.0,No ID
U1062,2022,Zimbabwe,Female,25-34,Rural,Smartphone,No,Airtime Top-up,,0,0.0,No ID
U1063,2021,Ghana,Female,55+,Urban,Feature Phone,No,Business Use,P2P Transfers,0,0.0,Poor Network
U1064,2018,Kenya,Male,25-34,Urban,Smartphone,Yes,P2P Transfers,Online Shopping,4,47.31,None
U1065,2016,Zimbabwe,Other,18-24,Urban,Smartphone,No,Bill Payments,Online Shopping,0,0.0,No Smartphone
U1066,2016,Uganda,Male,18-24,Rural,Smartphone,Yes,Bill Payments,,5,39.04,None
U1067,2025,Kenya,Male,18-24,Rural,Smartphone,No,P2P Transfers,,0,0.0,No Trust
U1068,2025,South Africa,Male,35-44,Urban,Feature Phone,No,Online Shopping,Airtime Top-up,0,0.0,No Smartphone
U1069,2021,Zimbabwe,Female,25-34,Rural,Smartphone,Yes,Business Use,Online Shopping,4,36.95,None
U1070,2022,Ghana,Male,35-44,Urban,Feature Phone,Yes,Airtime Top-up,,6,44.99,None
U1071,2020,Tanzania,Male,35-44,Rural,Smartphone,Yes,Online Shopping,Business Use,5,45.39,None
U1072,2024,Uganda,Female,25-34,Urban,Feature Phone,Yes,Airtime Top-up,P2P Transfers,4,20.8,None
U1073,2020,Nigeria,Female,55+,Urban,Smartphone,No,Online Shopping,P2P Transfers,0,0.0,Poor Network
U1074,2017,Kenya,Female,25-34,Urban,Smartphone,No,Business Use,,0,0.0,No Trust
U1075,2025,Nigeria,Male,35-44,Rural,Feature Phone,No,P2P Transfers,,0,0.0,No ID
U1076,2018,South Africa,Male,35-44,Urban,Smartphone,Yes,Online Shopping,,3,48.28,None
U1077,2016,Uganda,Female,18-24,Urban,Smartphone,Yes,Airtime Top-up,Bill Payments,6,45.01,None
U1078,2016,Tanzania,Male,25-34,Urban,Feature Phone,Yes,Airtime Top-up,Online Shopping,4,23.51,None
U1079,2022,Zimbabwe,Male,35-44,Urban,Feature Phone,No,P2P Transfers,Bill Payments,0,0.0,No ID
U1080,2022,Kenya,Male,35-44,Urban,Smartphone,Yes,Bill Payments,,4,24.61,None
U1081,2017,South Africa,Male,18-24,Urban,Feature Phone,Yes,Airtime Top-up,,3,42.55,None
U1082,2020,South Africa,Male,18-24,Urban,Smartphone,No,Bill Payments,Business Use,0,0.0,Poor Network
U1083,2023,Kenya,Female,35-44,Rural,Smartphone,No,Online Shopping,Business Use,0,0.0,Low Digital Literacy
U1084,2019,Ghana,Male,18-24,Urban,Feature Phone,No,Airtime Top-up,P2P Transfers,0,0.0,No Trust
U1085,2016,Nigeria,Male,18-24,Urban,Feature Phone,No,Business Use,Airtime Top-up,0,0.0,No Trust
U1086,2016,Uganda,Female,18-24,Urban,Smartphone,No,Business Use,,0,0.0,No ID
U1087,2024,Zimbabwe,Female,45-54,Rural,Smartphone,No,Online Shopping,,0,0.0,No Trust
U1088,2021,Kenya,Female,18-24,Urban,Smartphone,Yes,Business Use,P2P Transfers,9,29.61,None
U1089,2018,South Africa,Male,45-54,Rural,Smartphone,No,Bill Payments,Online Shopping,0,0.0,Low Digital Literacy
U1090,2018,Kenya,Male,25-34,Urban,Smartphone,Yes,Bill Payments,P2P Transfers,4,22.52,None
U1091,2025,Nigeria,Male,45-54,Urban,Feature Phone,Yes,Online Shopping,Business Use,7,6.7,None
U1092,2025,Kenya,Female,35-44,Rural,Feature Phone,Yes,Online Shopping,P2P Transfers,10,29.52,None
U1093,2024,Nigeria,Female,35-44,Rural,Smartphone,No,Online Shopping,P2P Transfers,0,0.0,No Trust
U1094,2016,Zimbabwe,Male,45-54,Rural,Feature Phone,Yes,Business Use,Bill Payments,2,34.96,None
U1095,2015,South Africa,Female,18-24,Rural,Smartphone,No,Business Use,,0,0.0,No Smartphone
U1096,2017,South Africa,Male,18-24,Urban,Feature Phone,Yes,P2P Transfers,Bill Payments,3,48.58,None
U1097,2024,South Africa,Male,18-24,Rural,Smartphone,No,Bill Payments,,0,0.0,Poor Network
U1098,2015,Uganda,Male,18-24,Urban,Smartphone,Yes,Online Shopping,Airtime Top-up,4,21.75,None
U1099,2015,Tanzania,Male,25-34,Rural,Smartphone,Yes,Business Use,Bill Payments,3,17.05,None
U1100,2018,South Africa,Male,18-24,Urban,Smartphone,No,Online Shopping,,0,0.0,Low Digital Literacy
U1101,2021,Uganda,Male,18-24,Urban,Smartphone,Yes,Bill Payments,,8,19.95,None
U1102,2017,Tanzania,Male,35-44,Rural,Feature Phone,Yes,Airtime Top-up,Online Shopping,1,20.89,None
U1103,2020,Nigeria,Male,35-44,Urban,Smartphone,Yes,Online Shopping,P2P Transfers,9,48.04,None
U1104,2017,Ghana,Female,18-24,Rural,Feature Phone,No,Online Shopping,Bill Payments,0,0.0,Poor Network
U1105,2020,Zimbabwe,Female,25-34,Urban,Feature Phone,Yes,Bill Payments,Business Use,5,10.24,None
U1106,2019,Tanzania,Female,25-34,Urban,Feature Phone,Yes,P2P Transfers,,5,39.06,None
U1107,2016,Ghana,Female,18-24,Urban,Feature Phone,No,Online Shopping,Business Use,0,0.0,No Smartphone
U1108,2022,Uganda,Female,18-24,Urban,Smartphone,No,Business Use,,0,0.0,No Smartphone
U1109,2015,Tanzania,Female,35-44,Rural,Smartphone,Yes,Airtime Top-up,Bill Payments,3,33.52,None
U1110,2021,Uganda,Male,25-34,Urban,Smartphone,Yes,Business Use,,5,16.93,None
U1111,2018,Ghana,Male,25-34,Rural,Smartphone,No,Business Use,Airtime Top-up,0,0.0,Poor Network
U1112,2015,Uganda,Other,18-24,Urban,Smartphone,No,Bill Payments,P2P Transfers,0,0.0,No ID
U1113,2020,Ghana,Male,18-24,Urban,Feature Phone,No,Bill Payments,,0,0.0,No Trust
U1114,2015,Ghana,Male,45-54,Urban,Smartphone,No,P2P Transfers,,0,0.0,No ID
U1115,2020,South Africa,Male,25-34,Rural,Feature Phone,No,Bill Payments,,0,0.0,No Trust
U1116,2024,Nigeria,Female,18-24,Rural,Smartphone,Yes,Airtime Top-up,,3,27.59,None
U1117,2023,South Africa,Male,35-44,Urban,Smartphone,Yes,P2P Transfers,,8,21.96,None
U1118,2023,Ghana,Male,45-54,Urban,Smartphone,No,Airtime Top-up,Bill Payments,0,0.0,No Trust
U1119,2021,South Africa,Female,18-24,Rural,Smartphone,No,Airtime Top-up,Online Shopping,0,0.0,No ID
U1120,2021,Tanzania,Male,25-34,Urban,Feature Phone,Yes,Business Use,P2P Transfers,3,33.52,None
U1121,2024,Kenya,Female,25-34,Urban,Feature Phone,Yes,Online Shopping,,5,18.9,None
U1122,2020,Zimbabwe,Male,18-24,Urban,Feature Phone,Yes,P2P Transfers,Business Use,3,8.06,None
U1123,2022,Tanzania,Male,18-24,Urban,Feature Phone,Yes,Business Use,P2P Transfers,6,47.53,None
U1124,2016,Nigeria,Male,18-24,Rural,Smartphone,Yes,Online Shopping,Business Use,6,38.44,None
U1125,2024,Kenya,Male,25-34,Rural,Smartphone,Yes,Business Use,,8,10.73,None
U1126,2025,Tanzania,Other,25-34,Urban,Smartphone,No,P2P Transfers,,0,0.0,No Smartphone
U1127,2020,Nigeria,Male,35-44,Urban,None,No,Business Use,P2P Transfers,0,0.0,Poor Network
U1128,2022,Kenya,Female,18-24,Urban,Smartphone,No,Business Use,Bill Payments,0,0.0,No Trust
U1129,2017,Ghana,Female,45-54,Urban,Smartphone,No,P2P Transfers,Business Use,0,0.0,Poor Network
U1130,2017,Kenya,Male,25-34,Urban,Feature Phone,Yes,Bill Payments,,6,37.99,None
U1131,2021,South Africa,Male,45-54,Rural,Smartphone,Yes,Business Use,,6,23.75,None
U1132,2022,Uganda,Male,25-34,Urban,Feature Phone,No,Business Use,Online Shopping,0,0.0,Poor Network
U1133,2019,Nigeria,Female,25-34,Rural,Smartphone,Yes,P2P Transfers,,7,48.33,None
U1134,2015,Uganda,Female,25-34,Urban,Feature Phone,No,P2P Transfers,Online Shopping,0,0.0,No Smartphone
U1135,2017,Ghana,Male,25-34,Urban,Feature Phone,Yes,Airtime Top-up,,6,34.17,None
U1136,2018,South Africa,Male,45-54,Rural,Smartphone,No,Airtime Top-up,,0,0.0,No Smartphone
U1137,2023,South Africa,Female,18-24,Urban,Feature Phone,No,P2P Transfers,Business Use,0,0.0,No Trust
U1138,2025,Kenya,Female,18-24,Rural,Smartphone,No,Bill Payments,P2P Transfers,0,0.0,No Trust
U1139,2015,Tanzania,Female,25-34,Urban,Smartphone,No,Airtime Top-up,,0,0.0,No Trust
U1140,2025,Tanzania,Female,35-44,Urban,Smartphone,Yes,Business Use,P2P Transfers,6,22.94,None
U1141,2020,Ghana,Male,45-54,Rural,Smartphone,Yes,Online Shopping,Airtime Top-up,5,46.9,None
U1142,2021,Nigeria,Male,18-24,Urban,Feature Phone,Yes,Business Use,,3,8.13,None
U1143,2015,Kenya,Female,18-24,Rural,Smartphone,Yes,Online Shopping,P2P Transfers,3,15.1,None
U1144,2024,South Africa,Female,25-34,Rural,Smartphone,No,P2P Transfers,,0,0.0,Low Digital Literacy
U1145,2024,Kenya,Female,25-34,Urban,Smartphone,Yes,Airtime Top-up,Business Use,8,27.07,None
U1146,2019,Zimbabwe,Male,18-24,Urban,Smartphone,No,Bill Payments,P2P Transfers,0,0.0,No ID
U1147,2017,Zimbabwe,Female,18-24,Rural,Smartphone,No,Bill Payments,Airtime Top-up,0,0.0,Low Digital Literacy
U1148,2017,Tanzania,Male,45-54,Urban,Feature Phone,Yes,Business Use,P2P Transfers,6,23.64,None
U1149,2018,Nigeria,Female,25-34,Rural,Smartphone,No,P2P Transfers,Bill Payments,0,0.0,No Trust
U1150,2018,Nigeria,Female,18-24,Urban,Feature Phone,No,Airtime Top-up,Bill Payments,0,0.0,Poor Network
U1151,2023,Nigeria,Male,35-44,Rural,Feature Phone,Yes,Airtime Top-up,,3,14.29,None
U1152,2023,Nigeria,Male,45-54,Urban,Smartphone,Yes,Business Use,,3,10.2,None
U1153,2024,Tanzania,Male,25-34,Urban,Smartphone,No,P2P Transfers,Business Use,0,0.0,No Trust
U1154,2021,Nigeria,Female,18-24,Rural,Feature Phone,Yes,P2P Transfers,Bill Payments,6,20.86,None
U1155,2018,Zimbabwe,Male,45-54,Urban,Smartphone,No,Business Use,P2P Transfers,0,0.0,No Smartphone
U1156,2018,Ghana,Female,55+,Rural,Smartphone,No,P2P Transfers,Bill Payments,0,0.0,No Trust
U1157,2019,South Africa,Female,35-44,Rural,Smartphone,Yes,Online Shopping,P2P Transfers,2,44.79,None
U1158,2025,Zimbabwe,Other,25-34,Urban,Smartphone,No,Airtime Top-up,,0,0.0,No ID
U1159,2016,Zimbabwe,Male,45-54,Urban,Feature Phone,No,P2P Transfers,,0,0.0,No Trust
U1160,2023,Uganda,Male,35-44,Urban,Feature Phone,No,P2P Transfers,Business Use,0,0.0,No Trust
U1161,2019,South Africa,Female,45-54,Urban,Smartphone,No,Online Shopping,,0,0.0,No ID
U1162,2025,Nigeria,Male,18-24,Urban,Smartphone,No,P2P Transfers,,0,0.0,Poor Network
U1163,2016,Ghana,Female,55+,Urban,Smartphone,Yes,Bill Payments,,5,28.34,None
U1164,2019,South Africa,Male,35-44,Rural,Smartphone,No,Business Use,,0,0.0,No Smartphone
U1165,2019,Ghana,Female,25-34,Urban,Smartphone,No,Online Shopping,,0,0.0,Low Digital Literacy
U1166,2019,Ghana,Male,25-34,Rural,Feature Phone,Yes,P2P Transfers,Airtime Top-up,6,12.3,None
U1167,2016,Tanzania,Male,18-24,Urban,Feature Phone,Yes,P2P Transfers,,6,8.35,None
U1168,2025,Ghana,Female,35-44,Urban,Feature Phone,Yes,Online Shopping,,1,5.38,None
U1169,2024,Uganda,Male,18-24,Rural,Smartphone,No,Online Shopping,,0,0.0,No Smartphone
U1170,2024,Uganda,Female,25-34,Urban,Feature Phone,Yes,Bill Payments,,5,43.08,None
U1171,2018,Uganda,Female,25-34,Urban,Feature Phone,No,Bill Payments,P2P Transfers,0,0.0,No Smartphone
U1172,2024,Ghana,Male,18-24,Urban,Smartphone,Yes,Bill Payments,Online Shopping,7,24.53,None
U1173,2018,Tanzania,Female,25-34,Urban,Feature Phone,No,Airtime Top-up,Online Shopping,0,0.0,Poor Network
U1174,2018,Uganda,Female,45-54,Urban,Feature Phone,No,Business Use,P2P Transfers,0,0.0,No ID
U1175,2021,Uganda,Male,18-24,Urban,Feature Phone,Yes,Business Use,Online Shopping,7,24.56,None
U1176,2023,Tanzania,Male,45-54,Rural,Smartphone,Yes,Bill Payments,,8,33.19,None
U1177,2015,Zimbabwe,Female,25-34,Urban,None,No,Business Use,Bill Payments,0,0.0,None
U1178,2021,Ghana,Female,35-44,Rural,Smartphone,No,Online Shopping,P2P Transfers,0,0.0,Poor Network
U1179,2023,Tanzania,Female,45-54,Urban,Feature Phone,Yes,Business Use,Online Shopping,1,26.21,None
U1180,2025,Zimbabwe,Male,18-24,Urban,Smartphone,No,Airtime Top-up,,0,0.0,Poor Network
U1181,2022,Tanzania,Male,18-24,Rural,Smartphone,No,Airtime Top-up,P2P Transfers,0,0.0,Low Digital Literacy
U1182,2018,Nigeria,Female,18-24,Urban,None,No,P2P Transfers,Business Use,0,0.0,None
U1183,2024,Tanzania,Female,55+,Rural,Smartphone,No,Business Use,P2P Transfers,0,0.0,No ID
U1184,2019,Nigeria,Male,45-54,Rural,None,No,Business Use,P2P Transfers,0,0.0,None
U1185,2021,Kenya,Female,35-44,Urban,Smartphone,No,Online Shopping,,0,0.0,No ID
U1186,2024,Tanzania,Male,18-24,Urban,Smartphone,Yes,Online Shopping,,9,13.46,None
U1187,2019,Uganda,Female,45-54,Urban,Smartphone,Yes,Online Shopping,,2,10.29,None
U1188,2019,Kenya,Female,25-34,Urban,Feature Phone,No,P2P Transfers,Online Shopping,0,0.0,Poor Network
U1189,2025,Ghana,Female,25-34,Urban,Smartphone,No,Airtime Top-up,,0,0.0,Low Digital Literacy
U1190,2022,Zimbabwe,Male,18-24,Rural,Feature Phone,No,Bill Payments,,0,0.0,Poor Network
U1191,2025,Zimbabwe,Female,25-34,Rural,Smartphone,No,Bill Payments,,0,0.0,No Trust
U1192,2021,Tanzania,Female,18-24,Urban,Smartphone,No,Airtime Top-up,,0,0.0,No Trust
U1193,2023,Tanzania,Male,18-24,Rural,Feature Phone,Yes,Business Use,P2P Transfers,1,44.32,None
U1194,2021,Kenya,Female,25-34,Rural,Smartphone,No,P2P Transfers,,0,0.0,No Trust
U1195,2024,Nigeria,Male,18-24,Rural,Smartphone,Yes,Airtime Top-up,,6,42.65,None
U1196,2024,Kenya,Male,25-34,Urban,Feature Phone,Yes,Airtime Top-up,,3,36.31,None
U1197,2016,Tanzania,Female,18-24,Rural,Smartphone,No,Online Shopping,,0,0.0,No Smartphone
U1198,2017,Uganda,Female,18-24,Rural,Smartphone,Yes,Bill Payments,,5,9.87,None
U1199,2022,Kenya,Female,45-54,Rural,Smartphone,No,Airtime Top-up,Online Shopping,0,0.0,Low Digital Literacy
U1200,2015,South Africa,Male,25-34,Rural,Feature Phone,Yes,Airtime Top-up,,1,35.34,None
U1201,2017,Kenya,Female,35-44,Rural,Smartphone,No,Airtime Top-up,,0,0.0,Low Digital Literacy
U1202,2017,Zimbabwe,Male,45-54,Urban,Smartphone,No,Online Shopping,P2P Transfers,0,0.0,No Smartphone
U1203,2020,Kenya,Female,25-34,Urban,Smartphone,Yes,Business Use,Bill Payments,6,43.21,None
U1204,2016,Ghana,Male,18-24,Rural,Feature Phone,Yes,Bill Payments,,1,10.08,None
U1205,2016,Nigeria,Female,25-34,Rural,Smartphone,Yes,P2P Transfers,Airtime Top-up,5,26.29,None
U1206,2025,Kenya,Female,35-44,Urban,Smartphone,Yes,Online Shopping,,5,40.8,None
U1207,2020,South Africa,Male,18-24,Rural,Feature Phone,No,Airtime Top-up,Business Use,0,0.0,No Trust
U1208,2024,Ghana,Male,45-54,Rural,None,No,Business Use,,0,0.0,None
U1209,2019,Zimbabwe,Male,18-24,Rural,Feature Phone,Yes,Bill Payments,Airtime Top-up,5,5.61,None
U1210,2021,Tanzania,Male,18-24,Urban,Feature Phone,Yes,Online Shopping,Business Use,3,25.1,None
U1211,2020,Uganda,Male,18-24,Urban,Feature Phone,Yes,Bill Payments,,4,17.51,None
U1212,2020,Nigeria,Female,25-34,Rural,Feature Phone,Yes,Bill Payments,,6,25.24,None
U1213,2019,Tanzania,Male,45-54,Rural,Smartphone,No,P2P Transfers,,0,0.0,No ID
U1214,2019,Zimbabwe,Male,45-54,Urban,Smartphone,No,Business Use,,0,0.0,No Trust
U1215,2021,Uganda,Female,25-34,Rural,Smartphone,No,Bill Payments,Business Use,0,0.0,No ID
U1216,2024,Zimbabwe,Female,25-34,Urban,Smartphone,No,Business Use,P2P Transfers,0,0.0,No ID
U1217,2017,Zimbabwe,Female,25-34,Urban,Smartphone,No,Bill Payments,Online Shopping,0,0.0,No Trust
U1218,2023,Nigeria,Male,18-24,Urban,None,No,Business Use,Bill Payments,0,0.0,None
U1219,2015,Kenya,Other,18-24,Urban,Feature Phone,Yes,Business Use,Bill Payments,4,39.92,None
U1220,2017,Zimbabwe,Male,25-34,Urban,Feature Phone,No,Online Shopping,Airtime Top-up,0,0.0,Poor Network
U1221,2018,Tanzania,Male,55+,Rural,Smartphone,No,Bill Payments,P2P Transfers,0,0.0,Low Digital Literacy
U1222,2018,Ghana,Male,18-24,Urban,Feature Phone,No,Bill Payments,Airtime Top-up,0,0.0,No ID
U1223,2024,Kenya,Female,55+,Urban,Smartphone,Yes,Airtime Top-up,,7,39.43,None
U1224,2024,Uganda,Male,18-24,Urban,Smartphone,No,Online Shopping,,0,0.0,Low Digital Literacy
U1225,2024,Kenya,Male,45-54,Urban,Smartphone,No,Airtime Top-up,Bill Payments,0,0.0,No Smartphone
U1226,2019,Nigeria,Female,25-34,Rural,Feature Phone,No,Online Shopping,Business Use,0,0.0,No Trust
U1227,2023,South Africa,Female,18-24,Rural,Feature Phone,Yes,Business Use,Bill Payments,4,48.65,None
U1228,2023,Tanzania,Female,18-24,Rural,Smartphone,No,Business Use,,0,0.0,No Trust
U1229,2021,Kenya,Female,18-24,Urban,Smartphone,No,Bill Payments,,0,0.0,No Smartphone
U1230,2021,Nigeria,Male,18-24,Urban,Feature Phone,No,P2P Transfers,,0,0.0,No ID
U1231,2022,Ghana,Female,45-54,Rural,Smartphone,Yes,Bill Payments,,3,43.47,None
U1232,2020,Zimbabwe,Male,25-34,Urban,Feature Phone,Yes,Bill Payments,,5,27.38,None
U1233,2016,Zimbabwe,Male,25-34,Rural,Smartphone,No,P2P Transfers,,0,0.0,Poor Network
U1234,2018,Zimbabwe,Male,45-54,Rural,Feature Phone,Yes,Airtime Top-up,,6,39.01,None
U1235,2018,South Africa,Female,25-34,Rural,Smartphone,Yes,P2P Transfers,,5,38.47,None
U1236,2017,Tanzania,Male,25-34,Rural,Smartphone,No,Airtime Top-up,,0,0.0,No Smartphone
U1237,2017,Nigeria,Male,18-24,Urban,Smartphone,No,P2P Transfers,Business Use,0,0.0,Poor Network
U1238,2016,Zimbabwe,Male,18-24,Urban,Feature Phone,No,P2P Transfers,,0,0.0,Poor Network
U1239,2019,Zimbabwe,Female,25-34,Urban,Smartphone,Yes,Business Use,,5,16.34,None
U1240,2022,Kenya,Male,25-34,Urban,Smartphone,No,Online Shopping,,0,0.0,No ID
U1241,2023,Kenya,Female,45-54,Urban,Smartphone,No,Online Shopping,P2P Transfers,0,0.0,Low Digital Literacy
U1242,2020,Uganda,Female,35-44,Urban,Smartphone,No,Airtime Top-up,Business Use,0,0.0,No Smartphone
U1243,2016,Uganda,Male,18-24,Rural,None,No,Bill Payments,Business Use,0,0.0,None
U1244,2021,Uganda,Female,25-34,Urban,Feature Phone,No,Airtime Top-up,Bill Payments,0,0.0,Low Digital Literacy
U1245,2025,Ghana,Male,25-34,Rural,Smartphone,No,Bill Payments,,0,0.0,No Trust
U1246,2020,Tanzania,Female,25-34,Urban,Smartphone,No,Online Shopping,,0,0.0,Low Digital Literacy
U1247,2022,Uganda,Male,18-24,Urban,Feature Phone,Yes,Business Use,Online Shopping,6,28.03,None
U1248,2025,Nigeria,Male,25-34,Rural,Feature Phone,Yes,Business Use,Bill Payments,6,28.24,None
U1249,2021,Nigeria,Male,25-34,Rural,Smartphone,Yes,Business Use,Bill Payments,8,19.89,None
U1250,2019,Zimbabwe,Male,25-34,Urban,Smartphone,No,Bill Payments,P2P Transfers,0,0.0,No ID
U1251,2018,South Africa,Female,35-44,Rural,Feature Phone,No,Online Shopping,Bill Payments,0,0.0,No Trust
U1252,2019,Ghana,Female,35-44,Rural,Feature Phone,No,Online Shopping,,0,0.0,Low Digital Literacy
U1253,2019,Nigeria,Male,55+,Urban,Feature Phone,Yes,Airtime Top-up,,9,31.17,None
U1254,2023,Nigeria,Female,18-24,Urban,Smartphone,No,Online Shopping,,0,0.0,Poor Network
U1255,2025,Nigeria,Male,18-24,Urban,Smartphone,Yes,Online Shopping,Airtime Top-up,5,44.67,None
U1256,2024,Tanzania,Male,25-34,Urban,Smartphone,Yes,P2P Transfers,Bill Payments,6,22.35,None
U1257,2017,Zimbabwe,Female,45-54,Rural,Smartphone,No,Online Shopping,Bill Payments,0,0.0,No ID
U1258,2022,Uganda,Male,45-54,Rural,Smartphone,No,Airtime Top-up,,0,0.0,No ID
U1259,2022,Zimbabwe,Female,35-44,Urban,Feature Phone,No,Airtime Top-up,Business Use,0,0.0,Low Digital Literacy
U1260,2020,Tanzania,Male,45-54,Urban,Feature Phone,No,Airtime Top-up,,0,0.0,Low Digital Literacy
U1261,2018,South Africa,Male,18-24,Urban,Feature Phone,No,Business Use,,0,0.0,No Trust
U1262,2023,Zimbabwe,Male,35-44,Rural,None,No,Business Use,,0,0.0,Poor Network
U1263,2019,Kenya,Male,35-44,Rural,Smartphone,No,Business Use,Bill Payments,0,0.0,No ID
U1264,2019,Zimbabwe,Female,45-54,Rural,Feature Phone,Yes,P2P Transfers,,8,19.46,None
U1265,2015,Tanzania,Male,18-24,Urban,Smartphone,No,P2P Transfers,Business Use,0,0.0,Poor Network
U1266,2017,Uganda,Male,45-54,Urban,Smartphone,No,P2P Transfers,,0,0.0,No ID
U1267,2021,Tanzania,Male,25-34,Rural,Feature Phone,No,Online Shopping,Business Use,0,0.0,No ID
U1268,2017,Uganda,Female,25-34,Rural,Feature Phone,Yes,Airtime Top-up,Online Shopping,4,38.84,None
U1269,2015,Kenya,Male,35-44,Rural,Smartphone,No,Online Shopping,Airtime Top-up,0,0.0,No Smartphone
U1270,2020,Tanzania,Male,35-44,Urban,Smartphone,No,Business Use,,0,0.0,No ID
U1271,2015,South Africa,Female,18-24,Urban,Smartphone,Yes,Bill Payments,Online Shopping,3,14.96,None
U1272,2024,Kenya,Male,25-34,Urban,Feature Phone,Yes,Online Shopping,Business Use,8,45.26,None
U1273,2024,Uganda,Male,35-44,Urban,Smartphone,No,Airtime Top-up,,0,0.0,No Smartphone
U1274,2015,South Africa,Female,35-44,Rural,Feature Phone,Yes,Online Shopping,,3,23.89,None
U1275,2019,South Africa,Male,55+,Urban,Smartphone,No,Online Shopping,,0,0.0,No ID
U1276,2021,Zimbabwe,Female,18-24,Urban,Smartphone,No,Airtime Top-up,Bill Payments,0,0.0,Low Digital Literacy
U1277,2024,Ghana,Female,18-24,Urban,Smartphone,Yes,Business Use,,3,49.28,None
U1278,2017,Kenya,Male,25-34,Urban,Feature Phone,Yes,P2P Transfers,,4,15.99,None
U1279,2015,Zimbabwe,Female,18-24,Rural,Feature Phone,No,Bill Payments,Airtime Top-up,0,0.0,No Trust
U1280,2025,Uganda,Male,35-44,Rural,Smartphone,No,Business Use,,0,0.0,Poor Network
U1281,2019,Nigeria,Male,35-44,Rural,Smartphone,Yes,Business Use,Airtime Top-up,6,40.69,None
U1282,2018,Tanzania,Male,45-54,Urban,Feature Phone,No,P2P Transfers,Airtime Top-up,0,0.0,Low Digital Literacy
U1283,2017,South Africa,Female,25-34,Urban,Smartphone,Yes,Bill Payments,,9,35.17,None
U1284,2015,Nigeria,Male,25-34,Urban,Smartphone,No,Airtime Top-up,,0,0.0,No ID
